0,0
1,3
2,24
3,892
4,475
5,5024
6,390
7,252
8,225
9,223
10,2959
11,220
12,196
13,162
14,215
15,1928
16,237
17,110
18,135
19,121
20,1613
21,136
22,131
23,110
24,179
25,1177
26,192
27,111
28,106
29,152
30,5242
31,173
32,113
33,106
34,157
35,909
36,161
37,114
38,105
39,93
40,868
41,97
42,77
43,84
44,123
45,797
46,146
47,97
48,79
49,85
50,696
51,119
52,66
53,90
54,119
55,523
56,112
57,72
58,89
59,105
60,3934
61,319
62,198
63,198
64,248
65,832
66,237
67,172
68,179
69,167
70,780
71,206
72,180
73,162
74,207
75,687
76,216
77,136
78,146
79,126
80,554
81,157
82,140
83,148
84,154
85,455
86,176
87,124
88,129
89,147
90,2102
91,148
92,141
93,104
94,131
95,362
96,164
97,103
98,99
99,118
100,371
101,115
102,90
103,90
104,106
105,337
106,114
107,76
108,98
109,84
110,304
111,119
112,76
113,69
114,93
115,239
116,99
117,68
118,69
119,115
120,1351
121,139
122,56
123,74
124,80
125,214
126,97
127,63
128,71
129,60
130,191
131,85
132,59
133,68
134,65
135,175
136,80
137,64
138,45
139,52
140,170
141,63
142,41
143,50
144,61
145,148
146,57
147,54
148,56
149,70
150,771
151,84
152,38
153,59
154,54
155,108
156,62
157,42
158,45
159,59
160,111
161,59
162,46
163,44
164,52
165,110
166,45
167,45
168,44
169,46
170,114
171,42
172,42
173,50
174,37
175,92
176,48
177,28
178,35
179,39
180,565
181,88
182,44
183,45
184,39
185,80
186,41
187,35
188,28
189,29
190,64
191,44
192,41
193,30
194,36
195,54
196,27
197,28
198,30
199,32
200,94
201,33
202,31
203,19
204,33
205,59
206,33
207,29
208,24
209,42
210,373
211,40
212,33
213,28
214,33
215,48
216,31
217,21
218,24
219,32
220,58
221,33
222,21
223,22
224,27
225,55
226,18
227,17
228,17
229,24
230,43
231,20
232,22
233,15
234,20
235,37
236,25
237,20
238,12
239,27
240,291
241,31
242,32
243,23
244,18
245,53
246,20
247,19
248,18
249,17
250,41
251,14
252,20
253,17
254,17
255,36
256,14
257,8
258,15
259,14
260,28
261,26
262,30
263,16
264,19
265,42
266,16
267,22
268,14
269,21
270,194
271,30
272,24
273,13
274,13
275,17
276,20
277,20
278,13
279,18
280,24
281,12
282,22
283,14
284,12
285,26
286,12
287,19
288,11
289,6
290,20
291,19
292,15
293,9
294,20
295,20
296,16
297,9
298,16
299,26
300,570
301,42
302,177
303,32
304,17
305,24
306,17
307,16
308,15
309,20
310,19
311,13
312,23
313,19
314,17
315,21
316,14
317,16
318,6
319,7
320,33
321,10
322,11
323,9
324,5
325,20
326,15
